,clustering_coef,degree_centrality,closeness_centrality,betweenness_centrality
174244,0,0.00031347962382445143,0.00031347962382445143,0.0
121792,0,0.00031347962382445143,0.00031347962382445143,0.0
121793,0,0.00031347962382445143,0.00031347962382445143,0.0
166340,0,0.00031347962382445143,0.00031347962382445143,0.0
166341,0,0.00031347962382445143,0.00031347962382445143,0.0
9904,0,0.00031347962382445143,0.00031347962382445143,0.0
414218,0,0.00031347962382445143,0.00031347962382445143,0.0
414508,0,0.00031347962382445143,0.00031347962382445143,0.0
414524,0,0.00031347962382445143,0.00031347962382445143,0.0
414529,0,0.00031347962382445143,0.00031347962382445143,0.0
684774,0,0.00031347962382445143,0.00031347962382445143,0.0
419378,0,0.00031347962382445143,0.00031347962382445143,0.0
419379,0,0.00031347962382445143,0.00031347962382445143,0.0
9966,0,0.00031347962382445143,0.00031347962382445143,0.0
685847,0,0.00031347962382445143,0.00031347962382445143,0.0
121824,0,0.00031347962382445143,0.00031347962382445143,0.0
121827,0,0.00031347962382445143,0.00031347962382445143,0.0
420701,0,0.00031347962382445143,0.00031347962382445143,0.0
420702,0,0.00031347962382445143,0.00031347962382445143,0.0
414731,0,0.00031347962382445143,0.00031347962382445143,0.0
414732,0,0.00031347962382445143,0.00031347962382445143,0.0
414156,0,0.00031347962382445143,0.00031347962382445143,0.0
414159,0,0.00031347962382445143,0.00031347962382445143,0.0
414627,0,0.00031347962382445143,0.00031347962382445143,0.0
414628,0,0.00031347962382445143,0.00031347962382445143,0.0
414723,0,0.00031347962382445143,0.0004179728317659352,0.0
684803,0,0.0006269592476489029,0.0006269592476489029,1.9660057938190745e-07
684790,0,0.00031347962382445143,0.00031347962382445143,0.0
684791,0,0.00031347962382445143,0.00031347962382445143,0.0
684799,0,0.00031347962382445143,0.00031347962382445143,0.0
684800,0,0.00031347962382445143,0.00031347962382445143,0.0
684802,0,0.00031347962382445143,0.0004179728317659352,0.0
414944,0,0.00031347962382445143,0.00031347962382445143,0.0
684844,0,0.00031347962382445143,0.00031347962382445143,0.0
415009,0,0.00031347962382445143,0.00031347962382445143,0.0
684822,0,0.00031347962382445143,0.00031347962382445143,0.0
414736,0,0.00031347962382445143,0.00031347962382445143,0.0
414737,0,0.00031347962382445143,0.00031347962382445143,0.0
414897,0,0.00031347962382445143,0.00031347962382445143,0.0
684839,0,0.00031347962382445143,0.00031347962382445143,0.0
116631,0,0.00031347962382445143,0.00031347962382445143,0.0
116633,0,0.00031347962382445143,0.00031347962382445143,0.0
116769,0,0.00031347962382445143,0.00031347962382445143,0.0
116770,0,0.00031347962382445143,0.00031347962382445143,0.0
127807,0,0.00031347962382445143,0.00031347962382445143,0.0
127806,0,0.00031347962382445143,0.00031347962382445143,0.0
418418,0,0.00031347962382445143,0.00031347962382445143,0.0
418606,0,0.00031347962382445143,0.00031347962382445143,0.0
418593,0,0.00031347962382445143,0.00031347962382445143,0.0
685677,0,0.00031347962382445143,0.00031347962382445143,0.0
418045,0,0.00031347962382445143,0.00031347962382445143,0.0
685555,0,0.00031347962382445143,0.00031347962382445143,0.0
418629,0,0.00031347962382445143,0.00031347962382445143,0.0
685707,0,0.00031347962382445143,0.00031347962382445143,0.0
418095,0,0.00031347962382445143,0.00031347962382445143,0.0
685571,0,0.00031347962382445143,0.00031347962382445143,0.0
419679,0,0.00031347962382445143,0.00031347962382445143,0.0
419680,0,0.00031347962382445143,0.00031347962382445143,0.0
685900,0,0.00031347962382445143,0.00031347962382445143,0.0
685901,0,0.00031347962382445143,0.00031347962382445143,0.0
419704,0,0.00031347962382445143,0.00031347962382445143,0.0
419703,0,0.00031347962382445143,0.00031347962382445143,0.0
128045,0,0.00031347962382445143,0.00031347962382445143,0.0
128046,0,0.00031347962382445143,0.00031347962382445143,0.0
419006,0,0.00031347962382445143,0.00031347962382445143,0.0
419007,0,0.00031347962382445143,0.00031347962382445143,0.0
